,listed_price,value,value_description,make_and_model,year,mileage,trim_level,color,location,additional_description,discount,car_URL,thumbnail_URL,make_first,make_second,state,Accident,Past Owners,Usage,is_Excellent_Price,is_Great_Price,is_Fleet_Use,is_Personal_Use
61,15991,Excellent Price,"$3,059 off avg. list price",Dodge Journey,2019,25342,GT AWD,"Silver exterior, Red interior","Margate, FL","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3C4PDDEG4KT745811/2019-dodge-journey/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dodge,Journey, FL,0,1, Personal use,1,0,0,1
62,14780,Excellent Price,"$2,179 off avg. list price",Chevrolet Malibu,2020,6655,LT,"Black exterior, Black interior","Chantilly, VA","1 accident, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST2LF099723/2020-chevrolet-malibu/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Malibu, VA,1,1, Personal use,1,0,0,1
63,5999,Excellent Price,"$1,188 off avg. list price",Nissan Altima,2012,93450,2.5 S Sedan CVT,"White exterior, Beige interior","Rosedale, MD","1 accident, 2 Owners, Fleet use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1N4AL2AP9CN518673/2012-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, MD,1,2, Fleet use,1,0,1,0
64,7500,Excellent Price,"$1,298 off avg. list price",Nissan Altima,2015,108989,2.5 S,"Black exterior, Black interior","Fredricksburg, VA","No accidents, 2 Owners, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP2FN401799/2015-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, VA,0,2, Personal use,1,0,0,1
65,5890,Excellent Price,$876 off avg. list price,Nissan Altima,2012,97823,2.5 S Sedan CVT,"Blue exterior, Black interior","Las Vegas, NV","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL2AP5CN549838/2012-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, NV,0,2, Personal use,1,0,0,1
66,14533,Excellent Price,"$2,038 off avg. list price",Toyota Corolla,2020,26771,LE CVT,"Unknown exterior, Unknown interior","Marina Del Rey, CA","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/JTDEPRAE0LJ040772/2020-toyota-corolla/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Corolla, CA,0,1, Personal use,1,0,0,1
67,17791,Excellent Price,"$2,966 off avg. list price",Dodge Journey,2019,33680,GT AWD,"White exterior, Red interior","Richmond, VA","No accidents, 1 Owner, Fleet use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3C4PDDEG0KT746048/2019-dodge-journey/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dodge,Journey, VA,0,1, Fleet use,1,0,1,0
68,22297,Excellent Price,"$2,539 off avg. list price",Nissan Pathfinder,2020,19179,SV 4WD,"Black exterior, Black interior","Nashville, TN","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5N1DR2BM3LC580796/2020-nissan-pathfinder/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Pathfinder, TN,0,1, Personal use,1,0,0,1
69,5495,Excellent Price,,Honda Civic,2012,155861,LX Sedan Automatic,"Blue exterior, Gray interior","Garland, TX","No accidents, 5 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/19XFB2F5XCE318500/2012-honda-civic/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Civic, TX,0,5, Fleet use,1,0,1,0
70,8991,Excellent Price,"$1,622 off avg. list price",Honda Civic,2012,39188,LX Sedan Automatic,"Blue exterior, Gray interior","Seattle, WA","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2HGFB2F50CH599440/2012-honda-civic/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Civic, WA,0,3, Personal use,1,0,0,1
71,6610,Excellent Price,"$1,152 off avg. list price",Nissan Sentra,2015,103910,SV CVT,"White exterior, Unknown interior","Rainbow City, AL","No accidents, 2 Owners, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP3FL670983/2015-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, AL,0,2, Personal use,1,0,0,1
72,11995,Excellent Price,"$1,566 off avg. list price",Toyota Corolla,2019,37250,LE CVT,"Gray exterior, Black interior","Chantilly, VA","1 accident, 1 Owner, Fleet use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/2T1BURHE3KC139579/2019-toyota-corolla/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Corolla, VA,1,1, Fleet use,1,0,1,0
73,7985,Excellent Price,"$1,072 off avg. list price",Nissan Sentra,2017,102766,SV CVT,"White exterior, Black interior","Duluth, GA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP6HY284998/2017-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, GA,0,1, Personal use,1,0,0,1
74,38500,Excellent Price,"$6,284 off avg. list price",Jeep Wrangler,2020,17100,Unlimited Sahara,"Silver exterior, Black interior","Maumee, OH","No accidents, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXEN0LW165058/2020-jeep-wrangler/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Jeep,Wrangler, OH,0,1, Fleet use,1,0,1,0
75,17559,Excellent Price,"$2,025 off avg. list price",Dodge Journey,2019,33385,GT AWD,"White exterior, Red interior","Morrow, GA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3C4PDDEG6KT720375/2019-dodge-journey/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dodge,Journey, GA,0,1, Personal use,1,0,0,1
76,41996,Excellent Price,"$6,035 off avg. list price",Jeep Wrangler,2020,11109,Unlimited Sahara High Altitude,"Black exterior, Black interior","Olympia, WA","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXEN7LW115788/2020-jeep-wrangler/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Jeep,Wrangler, WA,0,1, Personal use,1,0,0,1
77,12749,Excellent Price,"$1,154 off avg. list price",Nissan Sentra,2019,37011,SV CVT,"Silver exterior, Black interior","Sevierville, TN","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP1KY367715/2019-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, TN,0,1, Personal use,1,0,0,1
78,9499,Excellent Price,"$1,292 off avg. list price",Honda Civic,2014,98214,LX Sedan CVT,"Black exterior, Black interior","Mableton, GA","No accidents, 3 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/19XFB2F52EE227272/2014-honda-civic/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Civic, GA,0,3, Fleet use,1,0,1,0
79,5981,Excellent Price,"$1,134 off avg. list price",Hyundai Elantra,2013,94746,GLS Sedan Automatic,"Gray exterior, Gray interior","Glendale, AZ","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/KMHDH4AEXDU539635/2013-hyundai-elantra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hyundai,Elantra, AZ,0,1, Personal use,1,0,0,1
80,39777,Excellent Price,"$5,311 off avg. list price",Toyota Tacoma,2019,24726,TRD Off Road Double Cab 5' Bed V6 4WD Automatic,"Gray exterior, Black interior","San Diego, CA","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3TMCZ5AN7KM204384/2019-toyota-tacoma/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Tacoma, CA,0,1, Personal use,1,0,0,1
81,36997,Excellent Price,"$7,801 off avg. list price",Mercedes-Benz GLS,2017,16219,GLS 450 4MATIC,"Gray exterior, Black interior","Woodbridge, VA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4JGDF6EE0HA926231/2017-mercedes-benz-gls/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mercedes-Benz,GLS, VA,0,1, Personal use,1,0,0,1
82,6488,Excellent Price,"$1,056 off avg. list price",Nissan Sentra,2015,112378,SV CVT,"Gray exterior, Black interior","Durham, NC","No accidents, 2 Owners, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP3FY231687/2015-nissan-sentra/,https://listings-prod.tcimg.net/listings/2422/87/16/3N1AB7AP3FY231687/TFHHM5WYDGTZ2TRKZMX7B35KYM-318.jpg,Nissan,Sentra, NC,0,2, Personal use,1,0,0,1
83,6990,Excellent Price,"$1,058 off avg. list price",Hyundai Sonata,2013,100136,GLS 2.4L,"Blue exterior, Gray interior","Hampton, VA","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5NPEB4AC8DH750514/2013-hyundai-sonata/,https://listings-prod.tcimg.net/listings/15155/14/05/5NPEB4AC8DH750514/KKG3WEI54JT6GMOUAUPKCNGCN4-318.jpg,Hyundai,Sonata, VA,0,3, Personal use,1,0,0,1
84,12297,Excellent Price,,Toyota Corolla,2019,41820,LE CVT,"Black exterior, Unknown interior","Dallas, TX","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHE0KP932807/2019-toyota-corolla/,https://listings-prod.tcimg.net/listings/84411/07/28/5YFBURHE0KP932807/XYCDBAXHCDVNWCTRDXBVUZXVUM-318.jpg,Toyota,Corolla, TX,0,1, Personal use,1,0,0,1
85,20408,Excellent Price,"$2,166 off avg. list price",Dodge Journey,2019,31068,GT AWD,"Black exterior, Red interior","Joplin, MO","No accidents, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/3C4PDDEG9KT784670/2019-dodge-journey/,https://listings-prod.tcimg.net/listings/176289/70/46/3C4PDDEG9KT784670/JJGECKHPPF6B4NLLH5FYBGNENM-318.jpg,Dodge,Journey, MO,0,1, Fleet use,1,0,1,0
86,30297,Excellent Price,,Toyota Tacoma,2020,49285,TRD Off Road Double Cab 5' Bed V6 4WD Automatic,"Silver exterior, Gray interior","Houston, TX","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5TFCZ5ANXLX230960/2020-toyota-tacoma/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Tacoma, TX,0,1, Personal use,1,0,0,1
87,9153,Excellent Price,"$1,323 off avg. list price",Nissan Altima,2016,78610,2.5 S,"White exterior, Black interior","Ft. Myers, FL","2 accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP9GN331638/2016-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, FL,2,2, Personal use,1,0,0,1
88,30995,Excellent Price,"$4,858 off avg. list price",Lexus RX,2017,28440,RX 350 AWD,"White exterior, Black interior","Freehold, NJ","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTJBZMCA9H2027575/2017-lexus-rx/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lexus,RX, NJ,0,1, Personal use,1,0,0,1
89,6999,Excellent Price,$867 off avg. list price,Hyundai Elantra,2013,121265,GT Hatchback Automatic (PZEV),"Black exterior, Beige interior","Asheville, NC","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/KMHD35LE9DU097190/2013-hyundai-elantra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hyundai,Elantra, NC,1,2, Personal use,1,0,0,1
90,11800,Excellent Price,$995 off avg. list price,Nissan Sentra,2019,28500,SV CVT,"Silver exterior, Black interior","Phoenix, AZ","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP5KY370875/2019-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, AZ,0,1, Personal use,1,0,0,1
91,8130,Excellent Price,"$1,489 off avg. list price",Toyota Camry,2014,112476,2014 LE I4 Automatic,"White exterior, Beige interior","Indianapolis, IN","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/4T1BF1FK7EU775350/2014-toyota-camry/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Camry, IN,0,1, Personal use,1,0,0,1
92,8742,Excellent Price,"$1,191 off avg. list price",Ford Escape,2014,95817,SE FWD,"Red exterior, Gray interior","Deland, FL","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1FMCU0GX4EUA50528/2014-ford-escape/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Escape, FL,0,1, Personal use,1,0,0,1
93,11975,Excellent Price,"$1,301 off avg. list price",Nissan Sentra,2019,30846,SV CVT,"Gray exterior, Black interior","Columbia, SC","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP9KY294237/2019-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, SC,0,1, Personal use,1,0,0,1
94,7680,Excellent Price,"$1,132 off avg. list price",Nissan Altima,2016,125975,2.5 S,"Blue exterior, Beige interior","Bourbonnais, IL","1 accident, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP5GC248168/2016-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, IL,1,1, Fleet use,1,0,1,0
95,5200,Excellent Price,,Lexus ES,2008,156584,ES 350,"Gray exterior, Unknown interior","San Antonio, TX","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTHBJ46G482161810/2008-lexus-es/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lexus,ES, TX,0,3, Personal use,1,0,0,1
96,41199,Excellent Price,"$6,020 off avg. list price",Jeep Wrangler,2020,12289,Unlimited Sahara High Altitude,"Blue exterior, Black interior","Sherwood, AR","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXEN9LW221241/2020-jeep-wrangler/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Jeep,Wrangler, AR,0,1, Personal use,1,0,0,1
97,13817,Excellent Price,"$3,279 off avg. list price",Ram 1500,2014,75591,"Tradesman Regular Cab 6'4"" Box 2WD","Red exterior, Black interior","Puyallup, WA","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3C6JR6ATXEG198862/2014-ram-1500/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ram,1500, WA,1,1, Personal use,1,0,0,1
98,10594,Excellent Price,"$1,928 off avg. list price",Nissan Sentra,2019,35330,SR CVT,"Black exterior, Black interior","Davie, FL","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP5KY338153/2019-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, FL,0,1, Personal use,1,0,0,1
99,10677,Excellent Price,"$1,894 off avg. list price",Nissan Sentra,2019,31234,SR CVT,"Black exterior, Black interior","Davie, FL","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP2KY279692/2019-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, FL,0,1, Personal use,1,0,0,1
100,10573,Excellent Price,"$1,826 off avg. list price",Nissan Sentra,2019,36389,SR CVT,"Black exterior, Black interior","Davie, FL","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP4KY302244/2019-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, FL,0,1, Personal use,1,0,0,1
101,9500,Excellent Price,"$1,253 off avg. list price",Nissan Sentra,2017,14530,SV CVT,"Black exterior, Black interior","Davie, FL","1 accident, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP1HL704390/2017-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, FL,1,1, Personal use,1,0,0,1
102,6999,Excellent Price,"$1,378 off avg. list price",Nissan Altima,2015,97122,2.5 S,"White exterior, Black interior","Bloomington, CA","2 accidents, 3 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP9FC242064/2015-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, CA,2,3, Fleet use,1,0,1,0
103,39500,Excellent Price,"$6,693 off avg. list price",Jeep Wrangler,2020,9313,Unlimited Sahara High Altitude,"Blue exterior, Black interior","Marlborough, MA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1C4HJXEN2LW220769/2020-jeep-wrangler/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Jeep,Wrangler, MA,0,1, Personal use,1,0,0,1
104,4947,Excellent Price,,Hyundai Elantra,2013,156805,GLS Sedan Automatic,"Silver exterior, Gray interior","Houston, TX","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5NPDH4AE5DH184419/2013-hyundai-elantra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hyundai,Elantra, TX,0,3, Personal use,1,0,0,1
105,23097,Excellent Price,"$1,746 off avg. list price",Ford Edge,2020,15818,SEL FWD,"White exterior, Unknown interior","Nashville, TN","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2FMPK3J96LBA17214/2020-ford-edge/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Edge, TN,0,1, Personal use,1,0,0,1
106,8485,Excellent Price,"$1,368 off avg. list price",Nissan Sentra,2017,81952,SV CVT,"Silver exterior, Black interior","Duluth, GA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP8HY350662/2017-nissan-sentra/,https://listings-prod.tcimg.net/listings/87121/62/06/3N1AB7AP8HY350662/7TGU2AB6VDAFJH2N5RA7VDGNCI-318.jpg,Nissan,Sentra, GA,0,1, Personal use,1,0,0,1
107,6690,Excellent Price,"$1,055 off avg. list price",Hyundai Sonata,2012,90302,GLS 2.4L Automatic,"Black exterior, Gray interior","Wesley Chapel, FL","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5NPEB4AC8CH468419/2012-hyundai-sonata/,https://listings-prod.tcimg.net/listings/80657/19/84/5NPEB4AC8CH468419/ME4EVVHLIP5WUFUJUJW6COMWF4-318.jpg,Hyundai,Sonata, FL,0,3, Personal use,1,0,0,1
108,7975,Excellent Price,"$1,891 off avg. list price",Nissan Sentra,2016,88571,S CVT,"Silver exterior, Unknown interior","Savannah, GA","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP6GL667061/2016-nissan-sentra/,https://listings-prod.tcimg.net/listings/43146/61/70/3N1AB7AP6GL667061/XLGM6JUTZYPEUCEXEWVCMVXFME-318.jpg,Nissan,Sentra, GA,0,2, Personal use,1,0,0,1
109,38500,Excellent Price,"$4,974 off avg. list price",Toyota 4Runner,2020,12373,TRD Pro 4WD,"Red exterior, Unknown interior","Punta Gorda, FL","No accidents, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/JTEBU5JR6L5793363/2020-toyota-4runner/,https://listings-prod.tcimg.net/listings/48904/63/33/JTEBU5JR6L5793363/CX66YKFZPGRGUEHVH7OEXHO3MA-318.jpg,Toyota,4Runner, FL,0,1, Fleet use,1,0,1,0
110,6499,Excellent Price,$933 off avg. list price,Ford Fiesta,2016,59900,S Hatchback,"Black exterior, Black interior","Sterling, VA","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3FADP4TJ9GM136407/2016-ford-fiesta/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Fiesta, VA,0,1, Personal use,1,0,0,1
111,8991,Excellent Price,"$1,344 off avg. list price",Nissan Altima,2015,121024,2.5 SV,"Gray exterior, Black interior","Cleveland, TN","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP7FC216966/2015-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, TN,0,3, Personal use,1,0,0,1
112,12983,Excellent Price,,Kia Soul,2019,17991,+ Automatic,"Black exterior, Gray interior","Selma, TX","No accidents, 2 Owners, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/KNDJP3A56K7637349/2019-kia-soul/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Kia,Soul, TX,0,2, Personal use,1,0,0,1
113,6995,Excellent Price,$795 off avg. list price,Honda Civic,2012,117117,LX Sedan Automatic,"Silver exterior, Unknown interior","Raleigh, NC","1 accident, 2 Owners, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/19XFB2F59CE010539/2012-honda-civic/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Civic, NC,1,2, Personal use,1,0,0,1
